date,traffic_source,campaign_name,device_category,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue,conversion_rate,aov,country,city,purchased
2023-04-05,Google,,tablet,2,7,0,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-05,Influencer,,mobile,41,160,2,1,4,8014.43,0.0976,2003.61,India,Delhi,1
2023-04-05,Influencer,,desktop,9,30,0,0,1,2105.56,0.1111,2105.56,India,Jaipur,1
2023-04-05,Influencer,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-05,Organic Instagram,,mobile,26,95,1,0,2,4672.23,0.0769,2336.11,India,Bengaluru,1
2023-04-05,Organic Instagram,,desktop,5,21,0,0,2,4284.77,0.4,2142.39,India,Lucknow,1
2023-04-05,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-05,Email/SMS,,mobile,25,113,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-05,Email/SMS,,desktop,7,26,0,0,2,4145.0,0.2857,2072.5,India,Mumbai,1
2023-04-05,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-06,Meta,KS_Apr23_Camp_10,mobile,108,417,7,3,9,18123.57,0.0833,2013.73,India,Hyderabad,1
2023-04-06,Meta,KS_Apr23_Camp_10,desktop,42,90,3,1,1,2206.06,0.0238,2206.06,India,Ahmedabad,1
2023-04-06,Meta,KS_Apr23_Camp_11,tablet,16,52,1,0,1,2253.36,0.0625,2253.36,India,Bengaluru,1
2023-04-06,Google,,mobile,49,225,2,1,4,8460.33,0.0816,2115.08,India,Indore,1
2023-04-06,Google,,desktop,14,59,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-06,Google,,tablet,2,7,0,0,1,1978.67,0.5,1978.67,India,Indore,1
2023-04-06,Influencer,,mobile,43,137,3,1,2,5031.25,0.0465,2515.63,India,Ahmedabad,1
2023-04-06,Influencer,,desktop,13,39,0,0,1,2410.74,0.0769,2410.74,India,Pune,1
2023-04-06,Influencer,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-06,Organic Instagram,,mobile,21,67,2,0,5,11049.83,0.2381,2209.97,India,Surat,1
2023-04-06,Organic Instagram,,desktop,8,26,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-06,Organic Instagram,,tablet,3,8,0,0,1,2163.17,0.3333,2163.17,India,Surat,1
2023-04-06,Email/SMS,,mobile,20,65,0,0,1,2587.0,0.05,2587.0,India,Ahmedabad,1
2023-04-06,Email/SMS,,desktop,4,15,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-06,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-07,Meta,KS_Apr23_Camp_10,mobile,110,399,7,3,5,10672.73,0.0455,2134.55,India,Mumbai,1
2023-04-07,Meta,KS_Apr23_Camp_10,desktop,48,156,3,1,1,2248.26,0.0208,2248.26,India,Surat,1
2023-04-07,Meta,KS_Apr23_Camp_12,tablet,6,19,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-07,Google,,mobile,52,241,3,1,4,9383.99,0.0769,2346.0,India,Mumbai,1
2023-04-07,Google,,desktop,14,53,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-07,Google,,tablet,6,16,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-07,Influencer,,mobile,50,133,2,1,3,6427.3,0.06,2142.43,India,Indore,1
2023-04-07,Influencer,,desktop,12,49,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-07,Influencer,,tablet,6,16,0,0,1,2232.69,0.1667,2232.69,India,Ahmedabad,1
2023-04-07,Organic Instagram,,mobile,18,51,1,0,1,2142.74,0.0556,2142.74,India,Lucknow,1
2023-04-07,Organic Instagram,,desktop,6,15,0,0,1,2542.26,0.1667,2542.26,India,Ahmedabad,1
2023-04-07,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-07,Email/SMS,,mobile,25,63,2,1,2,5120.06,0.08,2560.03,India,Surat,1
2023-04-07,Email/SMS,,desktop,9,31,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-07,Email/SMS,,tablet,1,3,0,0,1,2045.94,1.0,2045.94,India,Lucknow,1
2023-04-08,Meta,KS_Apr23_Camp_12,mobile,136,553,11,3,12,29003.65,0.0882,2416.97,India,Delhi,1
2023-04-08,Meta,KS_Apr23_Camp_12,desktop,41,145,3,2,3,6585.35,0.0732,2195.12,India,Bengaluru,1
2023-04-08,Meta,KS_Apr23_Camp_12,tablet,7,21,0,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-08,Google,,mobile,42,148,1,0,2,4568.11,0.0476,2284.06,India,Ahmedabad,1
2023-04-08,Google,,desktop,22,76,2,0,2,4114.89,0.0909,2057.44,India,Hyderabad,1
2023-04-08,Google,,tablet,4,13,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-08,Influencer,,mobile,48,114,2,1,5,10870.0,0.1042,2174.0,India,Jaipur,1
2023-04-08,Influencer,,desktop,10,38,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-08,Influencer,,tablet,3,7,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-08,Organic Instagram,,mobile,21,88,1,0,2,4330.37,0.0952,2165.18,India,Delhi,1
2023-04-08,Organic Instagram,,desktop,8,36,0,0,1,2274.63,0.125,2274.63,India,Hyderabad,1
2023-04-08,Organic Instagram,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-08,Email/SMS,,mobile,30,115,1,0,1,1905.26,0.0333,1905.26,India,Bengaluru,1
2023-04-08,Email/SMS,,desktop,9,26,0,0,1,2017.74,0.1111,2017.74,India,Delhi,1
2023-04-08,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-09,Meta,KS_Apr23_Camp_11,mobile,102,335,9,6,6,13209.96,0.0588,2201.66,India,Delhi,1
2023-04-09,Meta,KS_Apr23_Camp_10,desktop,57,148,3,1,6,12788.04,0.1053,2131.34,India,Surat,1
2023-04-09,Meta,KS_Apr23_Camp_11,tablet,8,34,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-09,Google,,mobile,39,143,2,1,4,8956.61,0.1026,2239.15,India,Ahmedabad,1
2023-04-09,Google,,desktop,8,26,0,0,1,2058.39,0.125,2058.39,India,Hyderabad,1
2023-04-09,Google,,tablet,3,8,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-09,Influencer,,mobile,51,167,2,0,1,2125.91,0.0196,2125.91,India,Hyderabad,1
2023-04-09,Influencer,,desktop,16,70,0,0,1,1843.08,0.0625,1843.08,India,Lucknow,1
2023-04-09,Influencer,,tablet,6,24,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-09,Organic Instagram,,mobile,23,81,0,0,3,6325.0,0.1304,2108.33,India,Ahmedabad,1
2023-04-09,Organic Instagram,,desktop,6,19,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-09,Organic Instagram,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-09,Email/SMS,,mobile,17,81,1,0,2,4763.0,0.1176,2381.5,India,Surat,1
2023-04-09,Email/SMS,,desktop,6,18,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-09,Email/SMS,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-10,Meta,KS_Apr23_Camp_12,mobile,130,326,12,7,6,11325.05,0.0462,1887.51,India,Mumbai,1
2023-04-10,Meta,KS_Apr23_Camp_10,desktop,33,144,2,1,1,1801.95,0.0303,1801.95,India,Ahmedabad,1
2023-04-10,Meta,KS_Apr23_Camp_10,tablet,3,12,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-10,Google,,mobile,55,165,5,2,2,4261.16,0.0364,2130.58,India,Hyderabad,1
2023-04-10,Google,,desktop,17,61,1,0,1,2029.84,0.0588,2029.84,India,Bengaluru,1
2023-04-10,Google,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-10,Influencer,,mobile,45,124,2,0,5,11313.99,0.1111,2262.8,India,Mumbai,1
2023-04-10,Influencer,,desktop,19,47,1,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-10,Influencer,,tablet,4,8,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-10,Organic Instagram,,mobile,22,89,2,0,3,5868.25,0.1364,1956.08,India,Pune,1
2023-04-10,Organic Instagram,,desktop,5,21,0,0,1,1808.75,0.2,1808.75,India,Hyderabad,1
2023-04-10,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-10,Email/SMS,,mobile,22,82,2,1,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-10,Email/SMS,,desktop,9,29,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-10,Email/SMS,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-11,Meta,KS_Apr23_Camp_11,mobile,111,348,3,1,8,16869.27,0.0721,2108.66,India,Hyderabad,1
2023-04-11,Meta,KS_Apr23_Camp_11,desktop,49,202,3,1,4,6682.73,0.0816,1670.68,India,Indore,1
2023-04-11,Meta,KS_Apr23_Camp_10,tablet,10,42,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-11,Google,,mobile,45,136,3,1,4,9044.26,0.0889,2261.06,India,Pune,1
2023-04-11,Google,,desktop,18,65,0,0,1,2204.74,0.0556,2204.74,India,Jaipur,1
2023-04-11,Google,,tablet,4,9,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-11,Influencer,,mobile,45,93,3,1,4,9128.0,0.0889,2282.0,India,Mumbai,1
2023-04-11,Influencer,,desktop,15,49,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-11,Influencer,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-11,Organic Instagram,,mobile,26,88,2,1,7,15181.0,0.2692,2168.71,India,Indore,1
2023-04-11,Organic Instagram,,desktop,5,13,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-11,Organic Instagram,,tablet,2,7,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-11,Email/SMS,,mobile,21,85,0,0,1,2526.18,0.0476,2526.18,India,Indore,1
2023-04-11,Email/SMS,,desktop,10,27,0,0,2,4883.82,0.2,2441.91,India,Ahmedabad,1
2023-04-11,Email/SMS,,tablet,4,11,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-12,Meta,KS_Apr23_Camp_12,mobile,137,348,12,9,7,15093.75,0.0511,2156.25,India,Delhi,1
2023-04-12,Meta,KS_Apr23_Camp_12,desktop,54,174,3,1,4,10089.25,0.0741,2522.31,India,Hyderabad,1
2023-04-12,Meta,KS_Apr23_Camp_10,tablet,6,24,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-12,Google,,mobile,50,162,2,1,2,4595.0,0.04,2297.5,India,Delhi,1
2023-04-12,Google,,desktop,20,76,1,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-12,Google,,tablet,4,12,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-12,Influencer,,mobile,47,119,3,1,3,6688.0,0.0638,2229.33,India,Surat,1
2023-04-12,Influencer,,desktop,18,71,1,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-12,Influencer,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-12,Organic Instagram,,mobile,17,58,0,0,2,4363.21,0.1176,2181.6,India,Jaipur,1
2023-04-12,Organic Instagram,,desktop,8,30,0,0,1,2512.79,0.125,2512.79,India,Ahmedabad,1
2023-04-12,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-12,Email/SMS,,mobile,20,62,1,0,2,4802.99,0.1,2401.5,India,Mumbai,1
2023-04-12,Email/SMS,,desktop,12,52,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-12,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-13,Meta,KS_Apr23_Camp_10,mobile,125,510,8,5,6,12711.25,0.048,2118.54,India,Jaipur,1
2023-04-13,Meta,KS_Apr23_Camp_12,desktop,45,151,3,1,2,3932.75,0.0444,1966.38,India,Indore,1
2023-04-13,Meta,KS_Apr23_Camp_10,tablet,13,43,1,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-13,Google,,mobile,43,92,2,0,3,6069.05,0.0698,2023.02,India,Mumbai,1
2023-04-13,Google,,desktop,14,34,1,0,1,1894.3,0.0714,1894.3,India,Jaipur,1
2023-04-13,Google,,tablet,5,20,0,0,1,2074.65,0.2,2074.65,India,Delhi,1
2023-04-13,Influencer,,mobile,38,134,2,0,1,2106.05,0.0263,2106.05,India,Lucknow,1
2023-04-13,Influencer,,desktop,13,47,0,0,2,4178.95,0.1538,2089.48,India,Bengaluru,1
2023-04-13,Influencer,,tablet,4,16,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-13,Organic Instagram,,mobile,20,85,0,0,4,9347.0,0.2,2336.75,India,Bengaluru,1
2023-04-13,Organic Instagram,,desktop,5,12,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-13,Organic Instagram,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-13,Email/SMS,,mobile,22,92,1,0,2,4983.88,0.0909,2491.94,India,Lucknow,1
2023-04-13,Email/SMS,,desktop,11,53,1,0,1,2458.12,0.0909,2458.12,India,Surat,1
2023-04-13,Email/SMS,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-14,Meta,KS_Apr23_Camp_12,mobile,127,495,5,2,7,13788.78,0.0551,1969.83,India,Mumbai,1
2023-04-14,Meta,KS_Apr23_Camp_10,desktop,49,145,1,0,3,7084.58,0.0612,2361.53,India,Hyderabad,1
2023-04-14,Meta,KS_Apr23_Camp_11,tablet,7,24,0,0,1,2139.64,0.1429,2139.64,India,Mumbai,1
2023-04-14,Google,,mobile,48,129,2,1,1,2063.52,0.0208,2063.52,India,Delhi,1
2023-04-14,Google,,desktop,17,39,0,0,2,3971.48,0.1176,1985.74,India,Mumbai,1
2023-04-14,Google,,tablet,10,35,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-14,Influencer,,mobile,43,119,2,0,1,1815.0,0.0233,1815.0,India,Mumbai,1
2023-04-14,Influencer,,desktop,23,74,1,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-14,Influencer,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-14,Organic Instagram,,mobile,19,42,1,0,1,1851.65,0.0526,1851.65,India,Jaipur,1
2023-04-14,Organic Instagram,,desktop,6,28,0,0,1,1881.58,0.1667,1881.58,India,Hyderabad,1
2023-04-14,Organic Instagram,,tablet,2,6,0,0,1,1708.77,0.5,1708.77,India,Ahmedabad,1
2023-04-14,Email/SMS,,mobile,14,67,1,0,1,2383.99,0.0714,2383.99,India,Bengaluru,1
2023-04-14,Email/SMS,,desktop,6,21,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-14,Email/SMS,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-15,Meta,KS_Apr23_Camp_10,mobile,245,533,13,9,14,33383.21,0.0571,2384.52,India,Hyderabad,1
2023-04-15,Meta,KS_Apr23_Camp_10,desktop,86,374,2,1,7,13457.53,0.0814,1922.5,India,Ahmedabad,1
2023-04-15,Meta,KS_Apr23_Camp_12,tablet,21,68,1,0,1,2049.26,0.0476,2049.26,India,Surat,1
2023-04-15,Google,,mobile,83,266,6,4,10,21282.0,0.1205,2128.2,India,Delhi,1
2023-04-15,Google,,desktop,23,97,1,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-15,Google,,tablet,4,15,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-15,Influencer,,mobile,75,259,7,2,11,23085.19,0.1467,2098.65,India,Mumbai,1
2023-04-15,Influencer,,desktop,22,49,1,0,1,2150.81,0.0455,2150.81,India,Mumbai,1
2023-04-15,Influencer,,tablet,6,18,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-15,Organic Instagram,,mobile,37,142,3,1,5,10917.69,0.1351,2183.54,India,Delhi,1
2023-04-15,Organic Instagram,,desktop,9,20,0,0,1,2464.76,0.1111,2464.76,India,Lucknow,1
2023-04-15,Organic Instagram,,tablet,1,3,0,0,2,5267.55,2.0,2633.78,India,Indore,1
2023-04-15,Email/SMS,,mobile,32,153,2,1,3,6530.85,0.0938,2176.95,India,Pune,1
2023-04-15,Email/SMS,,desktop,13,49,0,0,1,2296.24,0.0769,2296.24,India,Indore,1
2023-04-15,Email/SMS,,tablet,2,9,0,0,2,4916.91,1.0,2458.45,India,Pune,1
2023-04-16,Meta,KS_Apr23_Camp_11,mobile,131,478,10,5,5,11372.69,0.0382,2274.54,India,Pune,1
2023-04-16,Meta,KS_Apr23_Camp_10,desktop,41,99,1,0,3,7135.56,0.0732,2378.52,India,Delhi,1
2023-04-16,Meta,KS_Apr23_Camp_11,tablet,6,18,0,0,2,4833.75,0.3333,2416.87,India,Indore,1
2023-04-16,Google,,mobile,45,154,1,0,1,2458.54,0.0222,2458.54,India,Surat,1
2023-04-16,Google,,desktop,13,38,1,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-16,Google,,tablet,6,17,0,0,1,2529.46,0.1667,2529.46,India,Pune,1
2023-04-16,Influencer,,mobile,43,99,3,1,5,10196.21,0.1163,2039.24,India,Lucknow,1
2023-04-16,Influencer,,desktop,11,26,0,0,1,2109.79,0.0909,2109.79,India,Indore,1
2023-04-16,Influencer,,tablet,4,13,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-16,Organic Instagram,,mobile,19,78,2,1,4,8456.41,0.2105,2114.1,India,Hyderabad,1
2023-04-16,Organic Instagram,,desktop,8,23,0,0,1,2634.59,0.125,2634.59,India,Jaipur,1
2023-04-16,Organic Instagram,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-16,Email/SMS,,mobile,21,84,1,0,2,4436.0,0.0952,2218.0,India,Delhi,1
2023-04-16,Email/SMS,,desktop,8,17,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-16,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2023-04-17,Meta,KS_Apr23_Camp_10,mobile,124,376,8,3,11,25049.3,0.0887,2277.21,India,Bengaluru,1
2023-04-17,Meta,KS_Apr23_Camp_12,desktop,47,131,3,1,7,15009.7,0.1489,2144.24,India,Jaipur,1
2023-04-17,Meta,KS_Apr23_Camp_12,tablet,7,22,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-17,Google,,mobile,55,226,1,0,4,9513.99,0.0727,2378.5,India,Ahmedabad,1
2023-04-17,Google,,desktop,17,64,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-17,Google,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-17,Influencer,,mobile,47,116,5,3,3,6728.99,0.0638,2243.0,India,Mumbai,1
2023-04-17,Influencer,,desktop,17,51,1,0,2,4254.01,0.1176,2127.0,India,Surat,1
2023-04-17,Influencer,,tablet,5,19,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2023-04-17,Organic Instagram,,mobile,15,42,1,0,2,4296.86,0.1333,2148.43,India,Mumbai,1
2023-04-17,Organic Instagram,,desktop,10,34,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-17,Organic Instagram,,tablet,2,4,0,0,1,1978.14,0.5,1978.14,India,Bengaluru,1
2023-04-17,Email/SMS,,mobile,24,99,1,0,1,1948.0,0.0417,1948.0,India,Pune,1
2023-04-17,Email/SMS,,desktop,3,12,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-17,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2023-04-18,Meta,KS_Apr23_Camp_12,mobile,133,381,8,5,11,24692.05,0.0827,2244.73,India,Jaipur,1
2023-04-18,Meta,KS_Apr23_Camp_11,desktop,45,148,4,2,2,4570.94,0.0444,2285.47,India,Bengaluru,1
2023-04-18,Meta,KS_Apr23_Camp_11,tablet,5,12,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-18,Google,,mobile,53,214,3,1,1,2623.45,0.0189,2623.45,India,Lucknow,1
2023-04-18,Google,,desktop,19,75,1,0,1,2192.55,0.0526,2192.55,India,Ahmedabad,1
2023-04-18,Google,,tablet,4,8,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-18,Influencer,,mobile,52,164,2,0,2,4353.0,0.0385,2176.5,India,Ahmedabad,1
2023-04-18,Influencer,,desktop,11,29,1,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-18,Influencer,,tablet,5,14,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-18,Organic Instagram,,mobile,14,53,1,0,4,8766.91,0.2857,2191.73,India,Indore,1
2023-04-18,Organic Instagram,,desktop,13,51,1,0,5,11305.09,0.3846,2261.02,India,Hyderabad,1
2023-04-18,Organic Instagram,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-18,Email/SMS,,mobile,17,34,0,0,2,4860.0,0.1176,2430.0,India,Delhi,1
2023-04-18,Email/SMS,,desktop,9,31,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-18,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-19,Meta,KS_Apr23_Camp_10,mobile,135,433,7,4,6,13184.04,0.0444,2197.34,India,Surat,1
2023-04-19,Meta,KS_Apr23_Camp_12,desktop,46,165,3,1,4,9873.96,0.087,2468.49,India,Mumbai,1
2023-04-19,Meta,KS_Apr23_Camp_11,tablet,7,15,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-19,Google,,mobile,47,233,2,0,4,9502.0,0.0851,2375.5,India,Delhi,1
2023-04-19,Google,,desktop,10,32,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-19,Google,,tablet,4,13,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-19,Influencer,,mobile,47,176,4,2,4,8808.08,0.0851,2202.02,India,Pune,1
2023-04-19,Influencer,,desktop,20,79,1,0,2,4908.91,0.1,2454.46,India,Ahmedabad,1
2023-04-19,Influencer,,tablet,9,36,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-19,Organic Instagram,,mobile,19,53,1,0,3,7211.37,0.1579,2403.79,India,Indore,1
2023-04-19,Organic Instagram,,desktop,11,35,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-19,Organic Instagram,,tablet,5,19,0,0,1,2474.62,0.2,2474.62,India,Indore,1
2023-04-19,Email/SMS,,mobile,18,63,1,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-19,Email/SMS,,desktop,8,39,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-19,Email/SMS,,tablet,3,13,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-20,Meta,KS_Apr23_Camp_12,mobile,132,393,7,4,9,19138.85,0.0682,2126.54,India,Surat,1
2023-04-20,Meta,KS_Apr23_Camp_11,desktop,41,110,2,0,3,7333.15,0.0732,2444.38,India,Bengaluru,1
2023-04-20,Meta,KS_Apr23_Camp_10,tablet,6,17,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-20,Google,,mobile,44,195,3,1,5,10289.46,0.1136,2057.89,India,Delhi,1
2023-04-20,Google,,desktop,20,56,1,0,1,1977.49,0.05,1977.49,India,Pune,1
2023-04-20,Google,,tablet,7,23,0,0,1,1987.05,0.1429,1987.05,India,Bengaluru,1
2023-04-20,Influencer,,mobile,46,179,3,1,2,4011.0,0.0435,2005.5,India,Pune,1
2023-04-20,Influencer,,desktop,12,41,0,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-20,Influencer,,tablet,5,16,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-20,Organic Instagram,,mobile,29,74,2,1,3,6890.19,0.1034,2296.73,India,Delhi,1
2023-04-20,Organic Instagram,,desktop,8,23,0,0,2,4334.37,0.25,2167.18,India,Pune,1
2023-04-20,Organic Instagram,,tablet,3,12,0,0,1,2243.44,0.3333,2243.44,India,Pune,1
2023-04-20,Email/SMS,,mobile,23,80,1,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-20,Email/SMS,,desktop,9,24,0,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-20,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2023-04-21,Meta,KS_Apr23_Camp_10,mobile,128,390,7,5,8,17565.38,0.0625,2195.67,India,Pune,1
2023-04-21,Meta,KS_Apr23_Camp_10,desktop,46,124,3,1,4,10202.6,0.087,2550.65,India,Surat,1
2023-04-21,Meta,KS_Apr23_Camp_10,tablet,9,24,0,0,1,2497.02,0.1111,2497.02,India,Delhi,1
2023-04-21,Google,,mobile,48,176,2,0,4,8675.0,0.0833,2168.75,India,Jaipur,1
2023-04-21,Google,,desktop,11,33,0,0,0,0.0,0.0,0.0,India,Pune,0
2023-04-21,Google,,tablet,4,11,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-21,Influencer,,mobile,39,147,2,1,2,4906.99,0.0513,2453.5,India,Ahmedabad,1
2023-04-21,Influencer,,desktop,16,55,1,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2023-04-21,Influencer,,tablet,4,15,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-21,Organic Instagram,,mobile,23,92,1,0,1,2349.51,0.0435,2349.51,India,Bengaluru,1
2023-04-21,Organic Instagram,,desktop,11,38,0,0,2,4476.49,0.1818,2238.24,India,Jaipur,1
2023-04-21,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Indore,0
2023-04-21,Email/SMS,,mobile,23,65,1,0,3,5989.19,0.1304,1996.4,India,Indore,1
2023-04-21,Email/SMS,,desktop,12,35,0,0,1,2385.8,0.0833,2385.8,India,Bengaluru,1
2023-04-21,Email/SMS,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-22,Meta,KS_Apr23_Camp_11,mobile,126,452,8,3,12,27575.02,0.0952,2297.92,India,Hyderabad,1
2023-04-22,Meta,KS_Apr23_Camp_12,desktop,38,137,3,1,4,7629.98,0.1053,1907.49,India,Mumbai,1
2023-04-22,Meta,KS_Apr23_Camp_11,tablet,5,16,0,0,0,0.0,0.0,0.0,India,Surat,0
2023-04-22,Google,,mobile,54,215,4,1,3,6899.41,0.0556,2299.8,India,Jaipur,1
2023-04-22,Google,,desktop,12,41,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2023-04-22,Google,,tablet,4,14,0,0,1,2390.59,0.25,2390.59,India,Ahmedabad,1
2023-04-22,Influencer,,mobile,35,77,2,0,0,0.0,0.0,0.0,India,Delhi,0
2023-04-22,Influencer,,desktop,23,78,1,0,1,2310.96,0.0435,2310.96,India,Indore,1
2023-04-22,Influencer,,tablet,3,10,0,0,1,2496.04,0.3333,2496.04,India,Delhi,1
2023-04-22,Organic Instagram,,mobile,18,63,0,0,4,9722.0,0.2222,2430.5,India,Delhi,1
