Order ID,SKU ID,"Category (top, bottom, outerwear, etc.)",Size,Color,MRP,Selling price,Discount %,Returned? (Y/N),Return reason (if any)
ORD-20220517-002180,SKU-PAN-0021,pants,XL,Olive,2799,1801,35.7,N,
ORD-20220517-002181,SKU-SHO-0033,shorts,M,White,2099,999,50.0,Y,Size issue
ORD-20220517-002181,SKU-SHI-0013,shirts,M,Maroon,2799,999,50.0,Y,Size issue
ORD-20220517-002182,SKU-SHI-0006,shirts,M,Grey,2799,2060,26.4,Y,Size issue
ORD-20220517-002183,SKU-SHI-0001,shirts,S,Black,1999,999,50.0,N,
ORD-20220517-002183,SKU-SHO-0011,shorts,L,Blue,1799,999,44.5,N,
ORD-20220517-002183,SKU-PAN-0002,pants,XL,Olive,2699,999,50.0,N,
ORD-20220517-002184,SKU-TSH-0029,tshirts,M,Maroon,1699,999,41.2,N,
ORD-20220517-002184,SKU-PAN-0002,pants,XXL,Olive,2699,999,50.0,N,
ORD-20220517-002185,SKU-CRO-0007,croptops,M,Maroon,1899,2188,0.0,N,
ORD-20220517-002186,SKU-JAC-0027,jackets,XS,White,4799,1978,50.0,N,
ORD-20220517-002187,SKU-TSH-0004,tshirts,M,White,1499,1690,0.0,Y,RTO
ORD-20220517-002188,SKU-SHI-0003,shirts,S,Beige,2799,1769,36.8,N,
ORD-20220517-002189,SKU-TSH-0049,tshirts,L,Navy,1499,1481,1.2,Y,Size issue
ORD-20220517-002190,SKU-CRO-0019,croptops,XS,Olive,1799,1715,4.7,Y,Different than images
ORD-20220517-002191,SKU-PAN-0020,pants,XL,White,2999,1860,38.0,N,
ORD-20220517-002192,SKU-SHI-0015,shirts,XS,Olive,2199,2020,8.1,N,
ORD-20220517-002193,SKU-SHI-0003,shirts,XXL,Beige,2799,1753,37.4,Y,Size issue
ORD-20220518-002194,SKU-PAN-0002,pants,XXL,Beige,2699,1750,35.2,N,
ORD-20220518-002195,SKU-SHI-0003,shirts,L,Beige,2799,999,50.0,Y,Different than images
ORD-20220518-002195,SKU-SHI-0001,shirts,S,White,1999,999,50.0,Y,Different than images
ORD-20220518-002196,SKU-SHI-0001,shirts,M,Maroon,1999,1954,2.3,N,
ORD-20220518-002197,SKU-PAN-0021,pants,XS,Black,2799,2280,18.5,N,
ORD-20220518-002198,SKU-PAN-0002,pants,XXL,Olive,2699,1479,45.2,Y,RTO
ORD-20220518-002199,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50.0,Y,Different than images
ORD-20220518-002199,SKU-SHI-0003,shirts,XL,Beige,2799,1177,50.0,Y,Size issue
ORD-20220518-002200,SKU-TSH-0004,tshirts,S,Maroon,1499,1625,0.0,Y,Size issue
ORD-20220518-002201,SKU-SHI-0001,shirts,XL,Black,1999,1841,7.9,Y,Quality concern
ORD-20220518-002202,SKU-PAN-0002,pants,XL,Maroon,2699,1942,28.0,Y,Delayed delivery
ORD-20220518-002203,SKU-SHI-0006,shirts,XS,White,2799,999,50.0,N,
ORD-20220518-002203,SKU-SHI-0051,shirts,L,Blue,2499,999,50.0,N,
ORD-20220518-002204,SKU-SHI-0003,shirts,XS,Navy,2799,2026,27.6,N,
ORD-20220518-002205,SKU-SHI-0001,shirts,M,Black,1999,999,50.0,Y,Different than images
ORD-20220518-002205,SKU-PAN-0002,pants,M,White,2699,999,50.0,Y,Delayed delivery
ORD-20220518-002205,SKU-PAN-0002,pants,M,Beige,2699,999,50.0,Y,Size issue
ORD-20220518-002206,SKU-CRO-0007,croptops,XS,Blue,1899,1738,8.5,N,
ORD-20220519-002207,SKU-SHI-0001,shirts,L,Black,1999,999,50.0,N,
ORD-20220519-002207,SKU-PAN-0002,pants,L,White,2699,999,50.0,N,
ORD-20220519-002208,SKU-SHI-0001,shirts,XXL,Olive,1999,1722,13.9,Y,Quality concern
ORD-20220519-002209,SKU-SHI-0001,shirts,XXL,Olive,1999,1549,22.5,N,
ORD-20220519-002210,SKU-SHI-0001,shirts,XS,White,1999,1470,26.5,N,
ORD-20220519-002211,SKU-SHI-0001,shirts,XS,Navy,1999,1538,23.1,N,
ORD-20220519-002212,SKU-SHI-0003,shirts,XXL,Blue,2799,999,50.0,Y,RTO
ORD-20220519-002212,SKU-PAN-0028,pants,XXL,Grey,3299,999,50.0,Y,RTO
ORD-20220519-002212,SKU-CRO-0042,croptops,XS,White,1799,999,44.5,Y,RTO
ORD-20220519-002213,SKU-PAN-0009,pants,L,Maroon,2799,2042,27.0,Y,Changed mind
ORD-20220519-002214,SKU-TSH-0004,tshirts,S,Grey,1499,999,33.4,N,
ORD-20220519-002214,SKU-PAN-0002,pants,XS,Grey,2699,999,50.0,N,
ORD-20220519-002214,SKU-PAN-0026,pants,XS,White,3299,999,50.0,N,
ORD-20220519-002215,SKU-SHI-0001,shirts,XXL,Olive,1999,1065,46.7,N,
ORD-20220519-002215,SKU-SHI-0001,shirts,XL,Navy,1999,1081,45.9,N,
ORD-20220519-002216,SKU-SHI-0036,shirts,XL,White,2299,999,50.0,Y,Quality concern
ORD-20220519-002216,SKU-SHI-0001,shirts,M,Maroon,1999,999,50.0,Y,Different than images
ORD-20220519-002217,SKU-SHI-0001,shirts,XXL,Beige,1999,999,50.0,N,
ORD-20220519-002217,SKU-SHI-0001,shirts,S,Beige,1999,999,50.0,N,
ORD-20220520-002218,SKU-SHI-0001,shirts,XXL,Grey,1999,1707,14.6,N,
ORD-20220520-002219,SKU-SHI-0006,shirts,S,White,2799,999,50.0,N,
ORD-20220520-002219,SKU-SHI-0013,shirts,XS,Beige,2799,999,50.0,N,
ORD-20220520-002220,SKU-SHI-0001,shirts,M,Maroon,1999,1433,28.3,N,
ORD-20220520-002221,SKU-PAN-0022,pants,XL,Black,2499,999,50.0,N,
ORD-20220520-002221,SKU-SHI-0015,shirts,XS,Blue,2199,999,50.0,N,
ORD-20220520-002221,SKU-JAC-0046,jackets,XXL,Grey,4799,999,50.0,N,
ORD-20220520-002222,SKU-SHO-0011,shorts,XXL,White,1799,999,44.5,Y,Size issue
ORD-20220520-002222,SKU-CRO-0019,croptops,XL,Black,1799,999,44.5,Y,Size issue
ORD-20220520-002223,SKU-SHI-0001,shirts,S,Blue,1999,1857,7.1,N,
ORD-20220520-002224,SKU-SHI-0001,shirts,S,Olive,1999,999,50.0,Y,RTO
ORD-20220520-002224,SKU-PAN-0034,pants,M,Olive,2999,999,50.0,Y,RTO
ORD-20220520-002225,SKU-PAN-0047,pants,XXL,White,2499,999,50.0,N,
ORD-20220520-002225,SKU-SHI-0001,shirts,L,Grey,1999,999,50.0,N,
ORD-20220520-002226,SKU-PAN-0008,pants,S,Blue,2999,999,50.0,N,
ORD-20220520-002226,SKU-SHI-0001,shirts,L,Grey,1999,999,50.0,N,
ORD-20220520-002226,SKU-TSH-0004,tshirts,S,Navy,1499,999,33.4,N,
ORD-20220520-002227,SKU-SHI-0001,shirts,XL,Olive,1999,1782,10.9,N,
ORD-20220520-002228,SKU-SHI-0001,shirts,L,Maroon,1999,999,50.0,N,
ORD-20220520-002228,SKU-PAN-0022,pants,S,Maroon,2499,999,50.0,N,
ORD-20220520-002229,SKU-SHO-0040,shorts,L,Navy,1999,1916,4.2,N,
ORD-20220520-002230,SKU-SHI-0001,shirts,XS,White,1999,999,50.0,N,
ORD-20220520-002230,SKU-SHI-0003,shirts,XS,Olive,2799,999,50.0,N,
ORD-20220520-002230,SKU-CRO-0038,croptops,XL,Navy,2399,999,50.0,N,
ORD-20220520-002230,SKU-SHI-0013,shirts,XL,Beige,2799,999,50.0,N,
ORD-20220520-002231,SKU-SHI-0003,shirts,XS,Blue,2799,1632,41.7,N,
ORD-20220520-002232,SKU-CRO-0007,croptops,M,Grey,1899,1543,18.7,Y,Size issue
ORD-20220520-002233,SKU-SHI-0001,shirts,L,Olive,1999,999,50.0,N,
ORD-20220520-002233,SKU-SHI-0001,shirts,XL,White,1999,999,50.0,N,
ORD-20220520-002233,SKU-SHI-0003,shirts,M,White,2799,999,50.0,N,
ORD-20220520-002233,SKU-TSH-0004,tshirts,XL,Maroon,1499,999,33.4,N,
ORD-20220520-002234,SKU-PAN-0008,pants,M,Olive,2999,1047,50.0,Y,Size issue
ORD-20220520-002234,SKU-SHI-0001,shirts,L,Beige,1999,999,50.0,Y,Size issue
ORD-20220520-002235,SKU-SHI-0001,shirts,XS,Navy,1999,1945,2.7,N,
ORD-20220520-002236,SKU-TSH-0012,tshirts,S,Navy,1999,2046,0.0,N,
ORD-20220520-002237,SKU-PAN-0016,pants,S,Grey,2499,999,50.0,N,
ORD-20220520-002237,SKU-SHI-0013,shirts,XXL,White,2799,999,50.0,N,
ORD-20220520-002237,SKU-SHI-0001,shirts,L,Grey,1999,999,50.0,N,
ORD-20220520-002237,SKU-SHI-0017,shirts,XS,Maroon,2299,999,50.0,N,
ORD-20220521-002238,SKU-SHI-0015,shirts,S,Beige,2199,1797,18.3,Y,Size issue
ORD-20220521-002239,SKU-SHO-0011,shorts,XS,Beige,1799,1462,18.7,Y,RTO
ORD-20220521-002240,SKU-CRO-0007,croptops,XL,Beige,1899,1631,14.1,N,
ORD-20220521-002241,SKU-CRO-0005,croptops,XL,Blue,2399,1915,20.2,Y,Size issue
ORD-20220521-002242,SKU-SHI-0003,shirts,S,Black,2799,1665,40.5,N,
ORD-20220521-002243,SKU-SHI-0001,shirts,XXL,Beige,1999,999,50.0,N,
ORD-20220521-002243,SKU-SHI-0006,shirts,M,Beige,2799,999,50.0,N,
ORD-20220521-002243,SKU-SHI-0001,shirts,S,Grey,1999,999,50.0,N,
ORD-20220521-002244,SKU-TSH-0010,tshirts,M,Maroon,1799,1602,11.0,N,
ORD-20220521-002245,SKU-SHI-0001,shirts,S,White,1999,999,50.0,Y,RTO
ORD-20220521-002245,SKU-SHI-0017,shirts,XL,Black,2299,999,50.0,Y,RTO
ORD-20220521-002246,SKU-PAN-0009,pants,M,White,2799,1810,35.3,N,
ORD-20220521-002247,SKU-SHO-0011,shorts,XS,White,1799,1973,0.0,N,
ORD-20220521-002248,SKU-TSH-0010,tshirts,XXL,Black,1799,1734,3.6,Y,RTO
ORD-20220521-002249,SKU-TSH-0004,tshirts,XXL,Black,1499,2017,0.0,N,
ORD-20220521-002250,SKU-SHI-0003,shirts,XS,Maroon,2799,999,50.0,N,
ORD-20220521-002250,SKU-SHI-0001,shirts,XXL,Blue,1999,999,50.0,N,
ORD-20220521-002250,SKU-SHI-0003,shirts,L,White,2799,999,50.0,N,
ORD-20220521-002251,SKU-PAN-0009,pants,L,Navy,2799,1730,38.2,Y,Size issue
ORD-20220521-002252,SKU-SHI-0001,shirts,XXL,Navy,1999,1642,17.9,N,
ORD-20220521-002253,SKU-CRO-0019,croptops,XL,White,1799,999,44.5,N,
ORD-20220521-002253,SKU-PAN-0008,pants,S,Beige,2999,1020,50.0,N,
ORD-20220521-002254,SKU-PAN-0028,pants,M,Navy,3299,1865,43.5,N,
ORD-20220522-002255,SKU-SHI-0001,shirts,S,Black,1999,2084,0.0,N,
ORD-20220522-002256,SKU-PAN-0018,pants,XS,Beige,2799,2242,19.9,N,
ORD-20220522-002257,SKU-SHI-0001,shirts,M,Navy,1999,1580,21.0,N,
ORD-20220522-002258,SKU-SHI-0001,shirts,XL,Olive,1999,1700,15.0,Y,Size issue
ORD-20220522-002259,SKU-JAC-0027,jackets,L,Black,4799,1610,50.0,N,
ORD-20220522-002260,SKU-SHO-0011,shorts,XL,Navy,1799,999,44.5,N,
ORD-20220522-002260,SKU-PAN-0002,pants,M,White,2699,999,50.0,N,
ORD-20220522-002261,SKU-SHI-0015,shirts,M,Grey,2199,999,50.0,N,
ORD-20220522-002261,SKU-SHI-0003,shirts,XL,Blue,2799,999,50.0,N,
ORD-20220522-002261,SKU-SHO-0039,shorts,XXL,Black,2299,999,50.0,N,
ORD-20220522-002262,SKU-PAN-0002,pants,XXL,Black,2699,1799,33.3,N,
ORD-20220522-002263,SKU-SHI-0003,shirts,L,Beige,2799,999,50.0,N,
ORD-20220522-002263,SKU-PAN-0002,pants,XS,Navy,2699,999,50.0,N,
ORD-20220522-002263,SKU-SHI-0003,shirts,XS,Black,2799,999,50.0,N,
ORD-20220522-002264,SKU-SHI-0015,shirts,XXL,Black,2199,1562,29.0,N,
ORD-20220522-002265,SKU-JAC-0025,jackets,L,Navy,4499,999,50.0,N,
ORD-20220522-002265,SKU-SHI-0001,shirts,XS,Black,1999,999,50.0,N,
ORD-20220522-002265,SKU-SHI-0001,shirts,S,Blue,1999,999,50.0,N,
ORD-20220522-002266,SKU-SHO-0050,shorts,L,Black,1799,999,44.5,Y,Different than images
ORD-20220522-002266,SKU-SHI-0017,shirts,M,White,2299,999,50.0,Y,Size issue
ORD-20220522-002266,SKU-SHI-0003,shirts,M,Maroon,2799,999,50.0,Y,Delayed delivery
ORD-20220522-002267,SKU-SHI-0001,shirts,XL,Olive,1999,999,50.0,N,
ORD-20220522-002267,SKU-PAN-0028,pants,S,Black,3299,999,50.0,N,
ORD-20220522-002268,SKU-PAN-0002,pants,XS,Navy,2699,1414,47.6,N,
ORD-20220522-002269,SKU-PAN-0002,pants,XL,Olive,2699,1559,42.2,N,
ORD-20220522-002270,SKU-SHI-0001,shirts,XL,Maroon,1999,1805,9.7,N,
ORD-20220522-002271,SKU-PAN-0002,pants,S,Olive,2699,1147,50.0,N,
ORD-20220522-002271,SKU-PAN-0022,pants,XL,White,2499,1038,50.0,N,
ORD-20220523-002272,SKU-PAN-0022,pants,XL,Black,2499,1493,40.3,N,
ORD-20220523-002273,SKU-PAN-0026,pants,XL,White,3299,1723,47.8,Y,Quality concern
ORD-20220523-002274,SKU-SHI-0051,shirts,XL,Blue,2499,2280,8.8,N,
ORD-20220523-002275,SKU-SHI-0052,shirts,XS,Blue,2799,1691,39.6,N,
ORD-20220523-002276,SKU-SHI-0001,shirts,XXL,Navy,1999,1664,16.8,N,
ORD-20220523-002277,SKU-TSH-0029,tshirts,S,Black,1699,1713,0.0,N,
ORD-20220523-002278,SKU-SHI-0015,shirts,M,Maroon,2199,999,50.0,N,
ORD-20220523-002278,SKU-CRO-0005,croptops,S,Black,2399,999,50.0,N,
ORD-20220523-002279,SKU-PAN-0002,pants,XXL,Black,2699,1350,50.0,N,
ORD-20220523-002280,SKU-SHI-0001,shirts,M,Olive,1999,999,50.0,Y,Size issue
ORD-20220523-002280,SKU-SHI-0001,shirts,XL,Olive,1999,999,50.0,Y,Size issue
ORD-20220523-002280,SKU-PAN-0002,pants,M,Black,2699,999,50.0,Y,Size issue
ORD-20220523-002281,SKU-SHI-0001,shirts,XXL,Olive,1999,1609,19.5,N,
ORD-20220523-002282,SKU-CRO-0005,croptops,XXL,White,2399,1786,25.6,Y,Size issue
ORD-20220523-002283,SKU-CRO-0019,croptops,XL,Black,1799,999,44.5,N,
ORD-20220523-002283,SKU-SHI-0003,shirts,XS,Maroon,2799,999,50.0,N,
ORD-20220523-002283,SKU-PAN-0002,pants,XL,White,2699,999,50.0,N,
ORD-20220523-002284,SKU-PAN-0002,pants,M,Grey,2699,1761,34.8,N,
ORD-20220523-002285,SKU-SHI-0001,shirts,S,Maroon,1999,1487,25.6,Y,Size issue
ORD-20220523-002286,SKU-CRO-0019,croptops,XS,Maroon,1799,999,44.5,N,
ORD-20220523-002286,SKU-SHI-0001,shirts,XS,Black,1999,999,50.0,N,
ORD-20220523-002287,SKU-SHO-0011,shorts,XL,Olive,1799,1763,2.0,Y,Different than images
ORD-20220523-002288,SKU-PAN-0002,pants,XS,Grey,2699,1640,39.2,Y,RTO
ORD-20220524-002289,SKU-SHI-0003,shirts,XXL,Navy,2799,1789,36.1,N,
ORD-20220524-002290,SKU-SHI-0006,shirts,XXL,Blue,2799,999,50.0,N,
ORD-20220524-002290,SKU-CRO-0038,croptops,L,Olive,2399,999,50.0,N,
ORD-20220524-002291,SKU-PAN-0018,pants,M,Grey,2799,1976,29.4,N,
ORD-20220524-002292,SKU-CRO-0030,croptops,M,Beige,1599,999,37.5,N,
ORD-20220524-002292,SKU-SHI-0001,shirts,M,Olive,1999,999,50.0,N,
ORD-20220524-002292,SKU-CRO-0007,croptops,XXL,Beige,1899,999,47.4,N,
ORD-20220524-002293,SKU-SHI-0006,shirts,XL,Black,2799,1652,41.0,N,
ORD-20220524-002294,SKU-CRO-0005,croptops,L,Navy,2399,2111,12.0,N,
ORD-20220524-002295,SKU-SHI-0003,shirts,XXL,Navy,2799,1776,36.5,N,
ORD-20220524-002296,SKU-SHI-0013,shirts,S,Maroon,2799,999,50.0,N,
ORD-20220524-002296,SKU-SHI-0001,shirts,S,Olive,1999,999,50.0,N,
ORD-20220524-002296,SKU-PAN-0002,pants,XXL,White,2699,999,50.0,N,
ORD-20220524-002297,SKU-SHI-0001,shirts,S,Olive,1999,1508,24.6,N,
ORD-20220524-002298,SKU-PAN-0002,pants,L,Beige,2699,999,50.0,N,
ORD-20220524-002298,SKU-SHI-0001,shirts,XXL,Olive,1999,999,50.0,N,
ORD-20220525-002299,SKU-SHO-0050,shorts,S,Blue,1799,999,44.5,N,
ORD-20220525-002299,SKU-PAN-0002,pants,S,White,2699,1091,50.0,N,
ORD-20220525-002300,SKU-SHI-0006,shirts,XL,Grey,2799,2183,22.0,Y,RTO
ORD-20220525-002301,SKU-SHI-0001,shirts,XS,Grey,1999,1989,0.5,Y,RTO
ORD-20220525-002302,SKU-SHO-0011,shorts,M,Beige,1799,1789,0.6,N,
ORD-20220525-002303,SKU-CRO-0014,croptops,M,Olive,1799,999,44.5,N,
ORD-20220525-002303,SKU-PAN-0002,pants,M,White,2699,1012,50.0,N,
ORD-20220525-002304,SKU-SHO-0039,shorts,S,Grey,2299,999,50.0,N,
ORD-20220525-002304,SKU-JAC-0027,jackets,S,Black,4799,1025,50.0,N,
ORD-20220525-002305,SKU-SHI-0001,shirts,XS,Blue,1999,1852,7.4,N,
ORD-20220525-002306,SKU-PAN-0008,pants,XS,White,2999,1924,35.8,N,
ORD-20220525-002307,SKU-SHI-0001,shirts,L,Blue,1999,1865,6.7,Y,Fit not as expected
ORD-20220525-002308,SKU-SHI-0006,shirts,L,White,2799,1960,30.0,Y,Size issue
ORD-20220525-002309,SKU-TSH-0010,tshirts,M,Black,1799,1350,25.0,N,
ORD-20220525-002310,SKU-CRO-0007,croptops,S,Black,1899,1819,4.2,N,
ORD-20220525-002311,SKU-SHI-0001,shirts,S,White,1999,1393,30.3,N,
ORD-20220525-002312,SKU-PAN-0002,pants,XS,Blue,2699,1667,38.2,N,
ORD-20220526-002313,SKU-SHI-0001,shirts,XXL,White,1999,999,50.0,N,
ORD-20220526-002313,SKU-SHI-0003,shirts,XL,Navy,2799,999,50.0,N,
ORD-20220526-002314,SKU-PAN-0022,pants,L,Blue,2499,1729,30.8,N,
ORD-20220526-002315,SKU-TSH-0010,tshirts,L,Navy,1799,1623,9.8,N,
ORD-20220526-002316,SKU-PAN-0002,pants,XS,Black,2699,1595,40.9,N,
ORD-20220526-002317,SKU-SHI-0003,shirts,M,Beige,2799,1934,30.9,N,
ORD-20220526-002318,SKU-SHI-0003,shirts,XL,Beige,2799,1651,41.0,Y,Delayed delivery
ORD-20220526-002319,SKU-SHI-0001,shirts,S,Beige,1999,1838,8.1,N,
ORD-20220526-002320,SKU-PAN-0028,pants,S,Maroon,3299,999,50.0,Y,Quality concern
ORD-20220526-002320,SKU-SHI-0015,shirts,L,Grey,2199,999,50.0,Y,Size issue
ORD-20220526-002321,SKU-SHI-0001,shirts,S,Olive,1999,1484,25.8,Y,Fit not as expected
ORD-20220526-002322,SKU-PAN-0002,pants,XS,Grey,2699,999,50.0,N,
ORD-20220526-002322,SKU-CRO-0007,croptops,XL,Blue,1899,999,47.4,N,
ORD-20220526-002323,SKU-SHI-0003,shirts,XS,Olive,2799,1577,43.7,N,
ORD-20220526-002324,SKU-SHI-0001,shirts,S,White,1999,999,50.0,Y,Fit not as expected
ORD-20220526-002324,SKU-CRO-0007,croptops,XXL,Black,1899,999,47.4,Y,Fit not as expected
ORD-20220526-002324,SKU-SHI-0013,shirts,XS,White,2799,999,50.0,Y,Quality concern
ORD-20220526-002325,SKU-SHI-0001,shirts,XS,Olive,1999,1523,23.8,N,
ORD-20220526-002326,SKU-SHI-0001,shirts,XS,Navy,1999,999,50.0,Y,Size issue
ORD-20220526-002326,SKU-PAN-0018,pants,XL,Navy,2799,999,50.0,Y,Fit not as expected
ORD-20220526-002327,SKU-SHI-0001,shirts,XXL,Olive,1999,1405,29.7,N,
ORD-20220526-002328,SKU-SHI-0003,shirts,M,Beige,2799,2001,28.5,Y,RTO
ORD-20220526-002329,SKU-PAN-0002,pants,L,Black,2699,999,50.0,N,
ORD-20220526-002329,SKU-PAN-0002,pants,M,Black,2699,999,50.0,N,
ORD-20220527-002330,SKU-SHI-0006,shirts,M,White,2799,1875,33.0,N,
ORD-20220527-002331,SKU-PAN-0002,pants,M,Beige,2699,1619,40.0,N,
ORD-20220527-002332,SKU-SHI-0003,shirts,XL,Maroon,2799,1653,40.9,Y,Size issue
ORD-20220527-002333,SKU-CRO-0030,croptops,XS,Beige,1599,999,37.5,N,
ORD-20220527-002333,SKU-SHI-0006,shirts,XS,Navy,2799,999,50.0,N,
ORD-20220527-002334,SKU-SHI-0001,shirts,M,Olive,1999,1885,5.7,N,
ORD-20220527-002335,SKU-SHI-0003,shirts,XS,White,2799,999,50.0,N,
ORD-20220527-002335,SKU-SHI-0003,shirts,XL,Black,2799,999,50.0,N,
ORD-20220527-002336,SKU-PAN-0028,pants,S,Black,3299,1414,50.0,N,
ORD-20220527-002337,SKU-TSH-0041,tshirts,L,Beige,1499,1692,0.0,Y,Size issue
ORD-20220527-002338,SKU-SHO-0011,shorts,M,Beige,1799,1625,9.7,Y,Changed mind
ORD-20220527-002339,SKU-PAN-0018,pants,L,Blue,2799,1839,34.3,Y,RTO
ORD-20220527-002340,SKU-SHI-0001,shirts,XS,Maroon,1999,1965,1.7,Y,RTO
ORD-20220528-002341,SKU-SHI-0003,shirts,M,Blue,2799,1083,50.0,N,
ORD-20220528-002341,SKU-PAN-0009,pants,M,Olive,2799,1122,50.0,N,
ORD-20220528-002342,SKU-PAN-0002,pants,M,Navy,2699,999,50.0,N,
ORD-20220528-002342,SKU-PAN-0008,pants,XS,Beige,2999,999,50.0,N,
ORD-20220528-002342,SKU-SHI-0001,shirts,XL,Olive,1999,999,50.0,N,
ORD-20220528-002343,SKU-SHI-0003,shirts,XL,Black,2799,2015,28.0,Y,RTO
ORD-20220528-002344,SKU-CRO-0007,croptops,XXL,Beige,1899,1604,15.5,N,
ORD-20220528-002345,SKU-PAN-0002,pants,S,Blue,2699,2059,23.7,N,
ORD-20220528-002346,SKU-SHI-0006,shirts,M,Grey,2799,999,50.0,N,
ORD-20220528-002346,SKU-SHI-0001,shirts,M,Black,1999,999,50.0,N,
ORD-20220528-002347,SKU-SHI-0001,shirts,XXL,Black,1999,999,50.0,N,
ORD-20220528-002347,SKU-SHI-0001,shirts,S,White,1999,999,50.0,N,
ORD-20220528-002348,SKU-SHI-0001,shirts,XL,Beige,1999,2079,0.0,N,
ORD-20220528-002349,SKU-TSH-0010,tshirts,XL,Maroon,1799,1612,10.4,Y,Changed mind
ORD-20220528-002350,SKU-SHI-0036,shirts,L,Blue,2299,1690,26.5,N,
ORD-20220528-002351,SKU-SHI-0013,shirts,L,Maroon,2799,1736,38.0,N,
ORD-20220528-002352,SKU-SHI-0001,shirts,M,Beige,1999,1647,17.6,N,
ORD-20220528-002353,SKU-SHO-0033,shorts,M,Olive,2099,999,50.0,N,
ORD-20220528-002353,SKU-SHI-0001,shirts,M,Maroon,1999,999,50.0,N,
ORD-20220528-002354,SKU-SHI-0001,shirts,L,Maroon,1999,999,50.0,N,
ORD-20220528-002354,SKU-PAN-0002,pants,XXL,Grey,2699,1263,50.0,N,
ORD-20220528-002355,SKU-PAN-0002,pants,L,Grey,2699,2057,23.8,N,
ORD-20220528-002356,SKU-PAN-0008,pants,XXL,Navy,2999,1573,47.5,N,
ORD-20220528-002357,SKU-PAN-0018,pants,XL,Blue,2799,999,50.0,N,
ORD-20220528-002357,SKU-CRO-0035,croptops,XS,Blue,1799,999,44.5,N,
ORD-20220528-002357,SKU-SHI-0017,shirts,M,Beige,2299,999,50.0,N,
ORD-20220528-002358,SKU-TSH-0004,tshirts,XS,Maroon,1499,2050,0.0,Y,RTO
ORD-20220529-002359,SKU-SHI-0006,shirts,L,White,2799,1806,35.5,Y,Size issue
ORD-20220529-002360,SKU-SHI-0052,shirts,M,Blue,2799,999,50.0,N,
ORD-20220529-002360,SKU-CRO-0035,croptops,M,Navy,1799,999,44.5,N,
ORD-20220529-002361,SKU-SHI-0001,shirts,S,Olive,1999,1646,17.7,N,
ORD-20220529-002362,SKU-SHI-0006,shirts,S,Blue,2799,1686,39.8,N,
ORD-20220529-002363,SKU-CRO-0005,croptops,M,Maroon,2399,2097,12.6,N,
ORD-20220529-002364,SKU-PAN-0018,pants,S,Navy,2799,999,50.0,N,
ORD-20220529-002364,SKU-PAN-0016,pants,S,Blue,2499,999,50.0,N,
ORD-20220529-002365,SKU-SHI-0017,shirts,L,Grey,2299,1816,21.0,Y,Quality concern
ORD-20220529-002366,SKU-SHI-0001,shirts,L,White,1999,999,50.0,Y,Different than images
ORD-20220529-002366,SKU-SHI-0003,shirts,L,Beige,2799,1001,50.0,Y,Different than images
ORD-20220529-002367,SKU-JAC-0031,jackets,S,Maroon,4799,1800,50.0,Y,RTO
ORD-20220529-002368,SKU-SHI-0001,shirts,XS,Grey,1999,2008,0.0,Y,Different than images
ORD-20220529-002369,SKU-SHI-0003,shirts,S,Navy,2799,1714,38.8,N,
ORD-20220529-002370,SKU-SHI-0001,shirts,L,Olive,1999,1780,11.0,N,
ORD-20220529-002371,SKU-CRO-0038,croptops,S,Grey,2399,1582,34.1,Y,Size issue
ORD-20220529-002372,SKU-TSH-0012,tshirts,XXL,Grey,1999,999,50.0,Y,Delayed delivery
ORD-20220529-002372,SKU-SHO-0023,shorts,XXL,Olive,1799,999,44.5,Y,Size issue
ORD-20220529-002373,SKU-SHI-0001,shirts,XL,Blue,1999,1514,24.3,N,
ORD-20220530-002374,SKU-SHI-0001,shirts,S,Maroon,1999,1705,14.7,N,
ORD-20220530-002375,SKU-SHO-0011,shorts,L,Blue,1799,1565,13.0,Y,Size issue
ORD-20220530-002376,SKU-SHI-0001,shirts,M,Grey,1999,1858,7.1,N,
ORD-20220530-002377,SKU-PAN-0002,pants,L,Grey,2699,999,50.0,Y,Different than images
ORD-20220530-002377,SKU-PAN-0002,pants,M,Black,2699,999,50.0,Y,Different than images
ORD-20220530-002378,SKU-SHI-0001,shirts,XXL,Black,1999,999,50.0,Y,Size issue
ORD-20220530-002378,SKU-PAN-0016,pants,M,Grey,2499,999,50.0,Y,Size issue
ORD-20220530-002379,SKU-PAN-0018,pants,XL,White,2799,1594,43.1,N,
ORD-20220530-002380,SKU-PAN-0008,pants,S,Olive,2999,1525,49.1,N,
ORD-20220530-002381,SKU-SHI-0001,shirts,XS,Maroon,1999,1604,19.8,N,
ORD-20220530-002382,SKU-PAN-0022,pants,XXL,Maroon,2499,2201,11.9,N,
ORD-20220530-002383,SKU-SHI-0003,shirts,L,Navy,2799,1524,45.6,Y,Quality concern
ORD-20220530-002384,SKU-SHI-0001,shirts,XS,Olive,1999,999,50.0,N,
ORD-20220530-002384,SKU-PAN-0022,pants,XS,Navy,2499,999,50.0,N,
ORD-20220530-002384,SKU-PAN-0008,pants,XL,Navy,2999,999,50.0,N,
ORD-20220530-002385,SKU-PAN-0002,pants,XXL,Navy,2699,2215,17.9,N,
ORD-20220530-002386,SKU-PAN-0002,pants,XS,White,2699,1883,30.2,N,
